Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Glsp90,Astp90,G+Ap90,xGp90,xAGp90,xG+xAGp90,npxGp90,npxG+xAGp90,Tkl,TklW,DTkl,DTklAtt,Tkl%,Blocks,Int,Clr,Cmp,Att,Cmp%,PTotDist,PPrgDist,A-xAG,KP,1/3,PPA
Gabriel Paulista,BRA,DF,Atlético Madrid,La Liga,32,1990,5,5,405,4.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,7,5,3,4,75.0,5,4,27,240,274,87.6,4592,2040,-0.1,2,3,0
Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,25,1997,31,27,2357,26.2,0,4,4,0,0,0,5,0,0.7,0.7,3.0,3.7,0.0,0.15,0.15,0.03,0.12,0.14,0.03,0.14,66,32,38,86,44.2,37,26,33,1163,1482,78.5,18986,6659,1.0,43,72,45
Gabriele Zappa,ITA,DF,Cagliari,Serie A,23,1999,38,25,2561,28.5,1,3,4,1,0,0,2,0,1.5,1.5,3.3,4.8,0.04,0.11,0.14,0.05,0.12,0.17,0.05,0.17,54,31,29,41,70.7,29,20,75,1024,1397,73.3,17247,8288,-0.3,24,83,28
Gastón Álvarez,URU,DF,Getafe,La Liga,23,2000,34,29,2537,28.2,2,0,2,2,0,0,7,0,0.7,0.7,0.6,1.4,0.07,0.0,0.07,0.03,0.02,0.05,0.03,0.05,68,37,37,57,64.9,40,35,80,754,1017,74.1,14087,5016,-0.6,8,64,5
Gautier Lloris,FRA,DF,Le Havre,Ligue 1,28,1995,31,31,2778,30.9,2,0,2,2,0,0,2,0,2.1,2.1,0.2,2.3,0.06,0.0,0.06,0.07,0.01,0.07,0.07,0.07,50,28,28,42,66.7,50,32,142,1194,1398,85.4,21169,7934,-0.2,3,80,3
Gedeon Kalulu,COD,DF,Lorient,Ligue 1,25,1997,19,11,970,10.8,0,1,1,0,0,0,0,0,0.3,0.3,1.1,1.4,0.0,0.09,0.09,0.03,0.1,0.13,0.03,0.13,23,17,12,22,54.5,18,5,30,433,528,82.0,6775,2140,-0.1,8,29,11
George Baldock,GRE,DF,Sheffield Utd,Premier League,30,1993,13,11,969,10.8,0,1,1,0,0,0,4,0,0.0,0.0,0.8,0.8,0.0,0.09,0.09,0.0,0.07,0.08,0.0,0.08,18,10,6,15,40.0,14,10,33,291,397,73.3,4602,1810,0.2,7,18,11
Germán Pezzella,ARG,DF,Betis,La Liga,32,1991,32,32,2767,30.7,1,0,1,1,0,0,7,0,2.0,2.0,0.3,2.3,0.03,0.0,0.03,0.07,0.01,0.08,0.07,0.08,34,24,23,38,60.5,31,31,150,1277,1485,86.0,23691,8483,-0.3,4,49,4
Gerzino Nyamsi,FRA,DF,Strasbourg,Ligue 1,26,1997,13,13,1092,12.1,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,18,14,12,18,66.7,19,10,43,555,632,87.8,11520,4040,-0.2,4,19,0
Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,31,1992,31,25,2272,25.2,1,0,1,1,0,0,4,0,1.6,1.6,0.3,1.9,0.04,0.0,0.04,0.06,0.01,0.07,0.06,0.07,22,10,12,18,66.7,28,25,76,1073,1300,82.5,22039,9027,-0.3,9,131,13
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,27,1995,33,27,2444,27.2,0,0,0,0,0,0,6,0,0.5,0.5,0.2,0.8,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,33,18,15,25,60.0,50,45,118,785,994,79.0,17901,6086,-0.2,6,76,2
Gianluca Mancini,ITA,DF,Roma,Serie A,27,1996,36,34,2869,31.9,4,1,5,4,0,0,9,0,1.9,1.9,1.1,3.0,0.13,0.03,0.16,0.06,0.04,0.1,0.06,0.1,34,20,11,27,40.7,38,36,77,1744,2011,86.7,31178,10905,-0.1,10,141,19
Giorgio Cittadini,ITA,DF,Genoa,Serie A,21,2002,5,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,3,3,100.0,1,3,5,19,31,61.3,392,117,0.0,0,2,0
Giorgio Cittadini,ITA,DF,Monza,Serie A,21,2002,1,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,100.0,1,0,0,5,6,83.3,94,39,0.0,0,0,0
Giorgio Scalvini,ITA,DF,Atalanta,Serie A,19,2003,33,31,2544,28.3,1,3,4,1,0,0,3,0,1.4,1.4,1.1,2.5,0.04,0.11,0.14,0.05,0.04,0.09,0.05,0.09,53,33,19,40,47.5,44,59,71,1272,1564,81.3,20712,7854,1.9,11,89,14
Giorgos Kyriakopoulos,GRE,DF,Monza,Serie A,27,1996,28,20,1712,19.0,0,3,3,0,0,0,3,0,1.2,1.2,1.4,2.6,0.0,0.16,0.16,0.06,0.07,0.14,0.06,0.14,19,10,11,24,45.8,18,13,28,891,1080,82.5,15032,4779,1.6,21,62,20
Giovanni Bonfanti,ITA,DF,Atalanta,Serie A,20,2003,2,1,89,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,4,2,2,3,66.7,1,1,1,46,57,80.7,797,245,0.0,0,1,1
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,29,1993,36,36,3234,35.9,1,6,7,1,0,0,6,0,3.1,3.1,4.9,8.0,0.03,0.17,0.19,0.09,0.14,0.22,0.09,0.22,58,36,32,68,47.1,43,24,45,2314,2732,84.7,36941,13552,1.1,51,230,86
Giovanni González,URU,DF,Mallorca,La Liga,28,1994,34,27,2464,27.4,1,1,2,1,0,0,6,0,0.5,0.5,1.4,1.8,0.04,0.04,0.07,0.02,0.05,0.07,0.02,0.07,73,45,40,81,49.4,24,31,60,936,1244,75.2,15432,6464,-0.4,21,80,28
Giulio Donati,ITA,DF,Monza,Serie A,33,1990,4,0,36,0.4,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.05,0.46,0.51,0.05,0.51,0,0,0,0,,0,0,1,38,46,82.6,656,213,-0.2,3,0,1
Giuseppe Pezzella,ITA,DF,Empoli,Serie A,25,1997,19,14,1085,12.1,0,0,0,0,0,0,4,0,0.2,0.2,0.5,0.6,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,25,14,20,28,71.4,17,2,35,434,585,74.2,6940,2645,-0.5,8,33,15
Gleison Bremer,BRA,DF,Juventus,Serie A,26,1997,36,36,3233,35.9,3,0,3,3,0,0,9,0,1.4,1.4,0.4,1.9,0.08,0.0,0.08,0.04,0.01,0.05,0.04,0.05,58,42,21,29,72.4,45,40,147,1661,1930,86.1,34805,12857,-0.4,7,111,0
Gonzalo Montiel,ARG,DF,Nott'ham Forest,Premier League,26,1997,14,8,801,8.9,0,2,2,0,0,0,5,0,0.1,0.1,1.4,1.5,0.0,0.22,0.22,0.01,0.15,0.17,0.01,0.17,22,19,16,29,55.2,8,9,31,292,386,75.6,4600,1986,0.6,9,22,9
Gorka Rivera Alonso,ESP,DF,Getafe,La Liga,18,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,4,6,66.7,77,71,0.0,0,1,0
Guela Doué,CIV,DF,Rennes,Ligue 1,20,2002,24,13,1234,13.7,0,2,2,0,0,0,1,1,0.5,0.5,1.1,1.6,0.0,0.15,0.15,0.04,0.08,0.12,0.04,0.12,28,21,22,32,68.8,12,15,65,502,669,75.0,9050,2831,0.9,17,47,13
Guillermo Maripán,CHI,DF,Monaco,Ligue 1,29,1994,23,21,1767,19.6,1,0,1,1,0,0,0,1,0.4,0.4,0.5,0.9,0.05,0.0,0.05,0.02,0.02,0.05,0.02,0.05,22,8,10,27,37.0,26,30,106,934,1054,88.6,18953,6908,-0.5,4,51,1
Gustavo Puerta,COL,"DF,MF",Leverkusen,Bundesliga,20,2003,7,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.18,0.16,0.34,0.18,0.34,5,3,1,2,50.0,2,0,0,39,42,92.9,596,209,-0.1,1,4,1
Hamari Traoré,MLI,DF,Real Sociedad,La Liga,31,1992,31,27,2292,25.5,0,2,2,0,0,0,7,0,0.5,0.5,1.5,2.1,0.0,0.08,0.08,0.02,0.06,0.08,0.02,0.08,44,19,25,43,58.1,27,24,59,1204,1509,79.8,21398,6928,0.5,29,112,31
Hannes Delcroix,BEL,DF,Burnley,Premier League,24,1999,12,5,589,6.5,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,0.0,0.0,0.0,0.05,0.03,0.09,0.05,0.09,10,6,3,4,75.0,9,9,26,300,350,85.7,4932,1666,-0.2,4,24,3
Hans Hateboer,NED,DF,Atalanta,Serie A,29,1994,23,10,1113,12.4,0,1,1,0,0,0,5,0,0.3,0.3,2.0,2.4,0.0,0.08,0.08,0.03,0.16,0.19,0.03,0.19,12,5,5,15,33.3,21,4,21,514,616,83.4,7813,2447,-1.0,22,27,17
Harry Maguire,ENG,DF,Manchester Utd,Premier League,30,1993,22,18,1653,18.4,2,2,4,2,0,0,4,0,2.0,2.0,1.2,3.3,0.11,0.11,0.22,0.11,0.07,0.18,0.11,0.18,24,17,12,22,54.5,33,25,83,917,1103,83.1,16999,6419,0.8,6,78,6
Harry Toffolo,ENG,DF,Nott'ham Forest,Premier League,27,1995,23,15,1459,16.2,1,3,4,1,0,0,3,0,1.6,1.6,1.5,3.2,0.06,0.19,0.25,0.1,0.1,0.2,0.1,0.2,26,14,15,24,62.5,34,14,49,424,590,71.9,6959,2983,1.5,18,40,10
Hassane Kamara,CIV,DF,Udinese,Serie A,29,1994,35,27,2225,24.7,1,1,2,1,0,0,4,0,1.9,1.9,2.8,4.8,0.04,0.04,0.08,0.08,0.11,0.19,0.08,0.19,45,32,25,38,65.8,29,26,66,600,818,73.3,9975,4049,-1.8,21,42,25
Héctor Bellerín,ESP,DF,Betis,La Liga,28,1995,23,20,1711,19.0,0,1,1,0,0,0,0,1,0.2,0.2,1.6,1.7,0.0,0.05,0.05,0.01,0.08,0.09,0.01,0.09,34,22,20,53,37.7,13,22,40,756,979,77.2,11447,4836,-0.6,15,56,15
Héctor Fort,ESP,DF,Barcelona,La Liga,16,2006,7,4,318,3.5,0,2,2,0,0,0,0,0,0.0,0.0,0.8,0.8,0.0,0.57,0.57,0.0,0.23,0.23,0.0,0.23,6,5,4,10,40.0,0,2,4,200,230,87.0,3004,748,1.2,3,10,3
Hendry Blank,GER,DF,Dortmund,Bundesliga,18,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,100.0,1,0,4,58,59,98.3,1016,285,0.0,0,1,0
Henrique,BRA,DF,Lyon,Ligue 1,29,1994,11,6,607,6.7,1,0,1,1,0,0,2,0,0.3,0.3,0.4,0.8,0.15,0.0,0.15,0.05,0.06,0.11,0.05,0.11,10,6,6,11,54.5,8,10,3,351,400,87.8,4829,1386,-0.4,5,28,5
Hiroki Ito,JPN,DF,Stuttgart,Bundesliga,24,1999,26,25,2228,24.8,0,2,2,0,0,0,1,0,0.9,0.9,2.0,2.9,0.0,0.08,0.08,0.04,0.08,0.12,0.04,0.12,19,18,11,26,42.3,29,29,86,1833,2066,88.7,30156,11234,0.0,19,119,21
Hjalmar Ekdal,SWE,DF,Burnley,Premier League,24,1998,8,5,437,4.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,4,2,2,4,50.0,10,6,21,191,217,88.0,3404,938,-0.1,1,8,0
Houboulang Mendes,GNB,DF,Almería,La Liga,25,1998,7,4,396,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,16,13,8,16,50.0,4,1,17,129,177,72.9,2191,1089,0.0,1,12,1
Hrvoje Smolčić,CRO,DF,Eint Frankfurt,Bundesliga,22,2000,11,3,347,3.9,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,0.26,0.0,0.26,0.26,0.01,0.27,0.26,0.27,7,3,4,5,80.0,3,6,23,285,321,88.8,5288,1981,0.0,1,10,0
Hugo Bueno,ESP,"DF,MF",Wolves,Premier League,20,2002,22,7,741,8.2,0,0,0,0,0,0,1,0,0.3,0.3,0.8,1.0,0.0,0.0,0.0,0.03,0.09,0.13,0.03,0.13,21,14,12,19,63.2,17,6,24,318,406,78.3,4380,1005,-0.8,6,11,8
Iago,BRA,DF,Augsburg,Bundesliga,26,1997,23,18,1622,18.0,1,1,2,1,0,0,4,0,1.4,1.4,1.6,3.0,0.06,0.06,0.11,0.08,0.09,0.16,0.08,0.16,36,17,17,33,51.5,39,18,43,536,735,72.9,9641,4071,-0.6,17,51,27
Ian Maatsen,NED,DF,Dortmund,Bundesliga,21,2002,16,15,1264,14.0,2,2,4,2,0,0,5,0,0.9,0.9,1.4,2.3,0.14,0.14,0.28,0.07,0.1,0.17,0.07,0.17,30,22,16,30,53.3,22,13,26,928,1060,87.5,14738,4217,0.6,8,70,18
Ibrahim Diakité,GUI,DF,Reims,Ligue 1,19,2003,5,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,1,0,0,1,0.0,3,2,5,57,85,67.1,894,329,-0.2,2,6,2
Ibrahima Konaté,FRA,DF,Liverpool,Premier League,24,1999,22,17,1574,17.5,0,0,0,0,0,0,5,1,0.7,0.7,0.4,1.1,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,36,22,18,24,75.0,18,20,51,1286,1463,87.9,22733,9043,-0.4,8,145,8
Iglesias,ESP,"DF,FW",Getafe,La Liga,25,1998,23,16,1412,15.7,0,2,2,0,0,0,4,0,0.6,0.6,0.7,1.3,0.0,0.13,0.13,0.04,0.04,0.08,0.04,0.08,41,22,21,33,63.6,18,16,53,382,635,60.2,7413,3284,1.3,11,41,15
Ignasi Miquel,ESP,DF,Granada,La Liga,30,1992,34,33,2992,33.2,1,1,2,1,0,0,5,0,1.4,1.4,1.2,2.5,0.03,0.03,0.06,0.04,0.04,0.08,0.04,0.08,47,30,23,40,57.5,32,45,132,1265,1549,81.7,25083,9540,-0.2,12,72,5
Igor,BRA,DF,Brighton,Premier League,25,1998,24,17,1637,18.2,0,0,0,0,0,0,4,0,0.3,0.3,0.7,1.0,0.0,0.0,0.0,0.02,0.04,0.05,0.02,0.05,25,18,17,29,58.6,22,14,52,1398,1497,93.4,21855,7143,-0.7,7,123,2
Igor Carioca,BRA,"DF,MF",Lorient,Ligue 1,26,1996,5,2,262,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1,8,6,4,6,66.7,0,3,6,115,162,71.0,1807,594,-0.3,2,5,3
Igor Zubeldia,ESP,DF,Real Sociedad,La Liga,26,1997,30,29,2518,28.0,0,2,2,0,0,0,11,1,0.8,0.8,1.1,1.9,0.0,0.07,0.07,0.03,0.04,0.07,0.03,0.07,32,25,19,26,73.1,28,32,97,1476,1746,84.5,30351,9423,0.9,10,99,4
Ilario Monterisi,ITA,DF,Frosinone,Serie A,21,2001,24,16,1469,16.3,2,2,4,2,0,0,1,0,1.1,1.1,0.4,1.5,0.12,0.12,0.25,0.07,0.02,0.09,0.07,0.09,23,13,12,26,46.2,22,8,63,802,997,80.4,13842,6423,1.6,5,47,7
Illia Zabarnyi,UKR,DF,Bournemouth,Premier League,20,2002,37,37,3330,37.0,1,0,1,1,0,0,5,0,1.1,1.1,0.4,1.5,0.03,0.0,0.03,0.03,0.01,0.04,0.03,0.04,59,32,23,50,46.0,53,33,143,1471,1805,81.5,30757,10546,-0.4,7,127,11
Imanol,ESP,DF,Athletic Club,La Liga,23,2000,9,5,525,5.8,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.04,7,5,5,18,27.8,6,7,15,280,343,81.6,4413,1312,-0.2,2,24,6
Iñigo Arguibide,ESP,DF,Osasuna,La Liga,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,0,0,1,1,4,25.0,10,0,0.0,0,0,0
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,30,1993,27,22,2002,22.2,0,2,2,0,0,0,4,0,0.2,0.2,1.1,1.2,0.0,0.09,0.09,0.01,0.05,0.06,0.01,0.06,40,22,27,53,50.9,24,15,50,1012,1273,79.5,17290,6247,0.9,17,86,16
Iñigo Martínez,ESP,DF,Barcelona,La Liga,32,1991,20,13,1296,14.4,0,0,0,0,0,0,5,0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,10,7,6,8,75.0,13,11,50,1001,1132,88.4,18676,6217,0.0,1,99,5
Isaac Carcelen,ESP,DF,Cádiz,La Liga,30,1993,35,29,2611,29.0,0,0,0,0,0,0,2,0,0.6,0.6,1.0,1.6,0.0,0.0,0.0,0.02,0.03,0.06,0.02,0.06,50,31,25,45,55.6,24,27,87,851,1163,73.2,14161,5158,-1.0,17,54,16
Isak Hien,SWE,DF,Atalanta,Serie A,24,1999,16,9,937,10.4,0,1,1,0,0,0,3,0,0.2,0.2,0.1,0.3,0.0,0.1,0.1,0.02,0.01,0.03,0.02,0.03,18,12,7,15,46.7,12,14,33,417,472,88.3,8718,2621,0.9,1,14,0
Isak Hien,SWE,DF,Hellas Verona,Serie A,24,1999,10,9,864,9.6,0,0,0,0,0,0,1,1,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,17,10,10,19,52.6,12,7,33,324,394,82.2,6945,2807,0.0,0,21,0
Ismaël Traoré,CIV,DF,Metz,Ligue 1,36,1986,26,25,2220,24.7,2,0,2,2,0,0,2,0,0.8,0.8,0.2,1.0,0.08,0.0,0.08,0.03,0.01,0.04,0.03,0.04,19,12,8,21,38.1,33,30,86,674,777,86.7,14688,5850,-0.2,2,22,1
Ismail Jakobs,SEN,DF,Monaco,Ligue 1,23,1999,22,16,1466,16.3,1,2,3,1,0,0,0,0,1.3,1.3,1.8,3.1,0.06,0.12,0.18,0.08,0.11,0.19,0.08,0.19,57,41,29,47,61.7,19,11,40,626,874,71.6,9832,3149,0.2,17,44,20
Ismaily,BRA,DF,Lille,Ligue 1,33,1990,30,28,2465,27.4,1,1,2,1,0,0,1,0,0.3,0.3,1.2,1.4,0.04,0.04,0.07,0.01,0.04,0.05,0.01,0.05,72,47,31,60,51.7,33,32,77,1262,1505,83.9,18690,6452,-0.2,10,90,23
Issa Diop,FRA,DF,Fulham,Premier League,26,1997,18,16,1424,15.8,0,0,0,0,0,0,4,1,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,30,16,15,20,75.0,28,17,80,950,1080,88.0,17646,6371,0.0,0,60,3
Issa Kaboré,BFA,DF,Luton Town,Premier League,22,2001,24,21,1729,19.2,0,2,2,0,0,0,7,0,0.2,0.2,2.1,2.3,0.0,0.1,0.1,0.01,0.11,0.12,0.01,0.12,52,28,24,45,53.3,22,16,56,533,759,70.2,8402,3289,-0.1,16,30,18
Issiaga Sylla,GUI,"DF,FW",Montpellier,Ligue 1,29,1994,19,17,1455,16.2,1,2,3,1,0,0,3,0,1.4,1.4,1.7,3.1,0.06,0.12,0.19,0.09,0.11,0.19,0.09,0.19,28,17,16,34,47.1,21,23,53,528,719,73.4,9051,3985,0.3,16,34,10
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,31,1992,33,32,2873,31.9,0,1,1,0,0,0,4,0,0.7,0.7,2.6,3.3,0.0,0.03,0.03,0.02,0.08,0.1,0.02,0.1,44,31,22,39,56.4,27,29,66,1116,1487,75.1,18841,8333,-1.6,24,77,18
Ivan Ordets,UKR,DF,Bochum,Bundesliga,31,1992,24,21,1880,20.9,1,0,1,1,0,0,4,0,1.3,1.3,0.5,1.8,0.05,0.0,0.05,0.06,0.02,0.09,0.06,0.09,19,14,10,17,58.8,41,31,130,473,653,72.4,9071,2797,-0.5,4,21,1
Jack Hinshelwood,ENG,DF,Brighton,Premier League,18,2005,12,8,869,9.7,3,0,3,3,0,0,1,0,1.9,1.9,0.7,2.5,0.31,0.0,0.31,0.19,0.07,0.26,0.19,0.26,14,5,5,13,38.5,6,14,18,418,498,83.9,5999,1172,-0.7,8,24,5
Jack Robinson,ENG,DF,Sheffield Utd,Premier League,29,1993,34,31,2885,32.1,1,1,2,1,0,0,10,0,1.2,1.2,1.2,2.4,0.03,0.03,0.06,0.04,0.04,0.08,0.04,0.08,43,28,25,39,64.1,49,33,132,894,1254,71.3,17460,7680,-0.2,12,66,7
Jackson Tchatchoua,CMR,DF,Hellas Verona,Serie A,21,2001,26,19,1725,19.2,0,2,2,0,0,0,2,0,0.0,0.0,1.3,1.3,0.0,0.1,0.1,0.0,0.07,0.07,0.0,0.07,39,26,23,48,47.9,17,23,49,604,799,75.6,9562,3708,0.7,15,48,22
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,La Liga,27,1995,14,9,897,10.0,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,0.0,0.1,0.1,0.02,0.05,0.07,0.02,0.07,27,18,13,24,54.2,13,12,32,406,488,83.2,6877,2995,0.5,2,48,4
Jaka Bijol,SVN,DF,Udinese,Serie A,24,1999,24,23,2084,23.2,0,0,0,0,0,0,4,0,1.9,1.9,0.2,2.1,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,43,27,22,35,62.9,36,23,140,645,822,78.5,13456,5996,-0.2,3,40,2
Jake O'Brien,IRL,DF,Lyon,Ligue 1,22,2001,27,27,2369,26.3,4,2,6,4,0,0,4,1,3.6,3.6,1.1,4.7,0.15,0.08,0.23,0.14,0.04,0.18,0.14,0.18,22,16,14,20,70.0,23,12,98,1270,1440,88.2,24904,8108,0.9,5,68,3
Jakub Kiwior,POL,DF,Arsenal,Premier League,23,2000,20,11,946,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,0.1,0.29,0.38,0.08,0.09,0.16,0.08,0.16,20,12,14,19,73.7,11,8,28,523,625,83.7,8555,3042,2.1,6,43,8
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,29,1993,16,13,1080,12.0,1,0,1,1,0,0,4,0,0.7,0.7,0.1,0.8,0.08,0.0,0.08,0.06,0.01,0.07,0.06,0.07,14,9,6,11,54.5,17,5,42,669,774,86.4,11616,3694,-0.1,2,38,1
James Hill,ENG,DF,Bournemouth,Premier League,21,2002,5,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,1,100.0,3,3,8,28,42,66.7,542,243,0.0,0,6,0
James Milner,ENG,"DF,MF",Brighton,Premier League,37,1986,15,11,773,8.6,0,2,2,0,0,0,3,0,0.3,0.3,1.8,2.0,0.0,0.23,0.23,0.03,0.21,0.24,0.03,0.24,20,14,9,14,64.3,9,8,16,492,585,84.1,7622,2496,0.2,16,46,17
James Tarkowski,ENG,DF,Everton,Premier League,30,1992,38,38,3419,38.0,1,1,2,1,0,0,11,0,2.6,2.6,2.5,5.1,0.03,0.03,0.05,0.07,0.06,0.13,0.07,0.13,61,42,27,48,56.3,82,56,191,1195,1550,77.1,25219,10527,-1.5,22,127,23
James Tomkins,ENG,DF,Crystal Palace,Premier League,34,1989,4,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,0,1,0,18,21,85.7,362,142,0.0,0,1,0
Jan Paul van Hecke,NED,DF,Brighton,Premier League,23,2000,28,26,2369,26.3,0,0,0,0,0,0,4,0,1.2,1.2,0.9,2.1,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,47,26,27,45,60.0,49,30,76,2225,2415,92.1,38300,14722,-0.9,10,156,10
Jan-Carlo Simic,SRB,DF,Milan,Serie A,18,2005,4,0,146,1.6,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,0.62,0.0,0.62,0.38,0.0,0.38,0.38,0.38,1,1,0,0,,5,0,3,59,64,92.2,1039,291,0.0,0,3,0
Jannik Müller,GER,"DF,MF",Darmstadt 98,Bundesliga,29,1994,16,12,1134,12.6,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,33,16,16,27,59.3,24,17,39,424,549,77.2,8305,2641,-0.1,2,28,4
Jaouen Hadjam,ALG,DF,Nantes,Ligue 1,20,2003,8,0,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.03,0.29,0.32,0.03,0.32,6,4,1,2,50.0,0,3,2,80,103,77.7,1332,517,-0.4,4,6,6
Jarell Quansah,ENG,DF,Liverpool,Premier League,20,2003,17,13,1190,13.2,2,0,2,2,0,0,1,0,1.0,1.0,0.1,1.1,0.15,0.0,0.15,0.08,0.01,0.08,0.08,0.08,25,22,14,20,70.0,16,17,39,1038,1172,88.6,18672,6199,-0.1,3,69,1
Jarrad Branthwaite,ENG,DF,Everton,Premier League,21,2002,35,35,3116,34.6,3,0,3,3,0,0,8,0,1.7,1.7,1.0,2.8,0.09,0.0,0.09,0.05,0.03,0.08,0.05,0.08,66,32,45,62,72.6,51,50,163,1105,1385,79.8,20561,8048,-1.0,4,60,1
Jaume Costa,ESP,DF,Mallorca,La Liga,35,1988,30,19,1682,18.7,0,1,1,0,0,0,7,0,0.3,0.3,1.2,1.5,0.0,0.05,0.05,0.02,0.06,0.08,0.02,0.08,38,22,18,29,62.1,14,16,35,615,834,73.7,9676,4167,-0.2,19,36,21
Javi Galán,ESP,DF,Real Sociedad,La Liga,28,1994,14,13,1075,11.9,0,1,1,0,0,0,3,0,0.1,0.1,0.7,0.8,0.0,0.08,0.08,0.01,0.06,0.07,0.01,0.07,38,22,15,30,50.0,24,14,17,526,657,80.1,8925,2880,0.3,10,36,15
Javi Galán,ESP,DF,Atlético Madrid,La Liga,28,1994,5,0,88,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,5,4,4,5,80.0,1,1,3,45,60,75.0,666,154,-0.1,2,0,2
Javi Hernández,ESP,DF,Cádiz,La Liga,25,1998,30,28,2514,27.9,1,2,3,1,0,0,10,0,1.4,1.4,2.1,3.5,0.04,0.07,0.11,0.05,0.07,0.13,0.05,0.13,43,24,25,46,54.3,34,19,72,922,1292,71.4,15773,7452,-0.1,32,73,24
Javi López,ESP,DF,Alavés,La Liga,21,2002,32,25,2386,26.5,1,3,4,1,0,0,3,0,0.9,0.9,3.0,4.0,0.04,0.11,0.15,0.04,0.11,0.15,0.04,0.15,23,12,15,26,57.7,25,10,77,775,1129,68.6,13424,5698,0.0,14,63,21
