Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Glsp90,Astp90,G+Ap90,xGp90,xAGp90,xG+xAGp90,npxGp90,npxG+xAGp90,Sh,SoT,SoT%,Sh/90,SoT/90,ShDist,npxG/Sh,G-xG,Cmp,Att,Cmp%,PTotDist,PPrgDist,A-xAG,KP,1/3,PPA,PrgC,PrgR,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,TOAtt,TOSucc,TOSucc%,Tkld,Tkld%,Carries,CTotDist,CPrgDist,C1/3,CPA,Rec
Luis Javier Suárez,COL,FW,Almería,La Liga,25,1997,15,10,917,10.2,6,0,6,5,1,1,3,0,6.5,5.7,0.6,6.3,0.59,0.0,0.59,0.64,0.06,0.7,0.56,0.62,39,13,33.3,3.83,1.28,14.2,0.15,-0.5,150,202,74.3,2505,389,-0.6,7,14,2,30,53,334,11,28,151,160,56,23,12,52.2,9,39.1,195,1501,685,12,15,229
Luis Muriel,COL,"FW,MF",Atalanta,Serie A,32,1991,18,2,409,4.5,2,1,3,2,0,0,0,0,1.5,1.5,1.7,3.3,0.44,0.22,0.66,0.34,0.38,0.72,0.34,0.72,23,9,39.1,5.06,1.98,23.6,0.07,0.5,170,241,70.5,2821,831,-0.7,15,17,11,19,57,313,1,6,129,180,25,22,7,31.8,9,40.9,203,1292,645,16,5,254
Luis Rioja,ESP,"FW,MF",Alavés,La Liga,29,1993,37,31,2498,27.8,5,4,9,2,3,4,4,0,6.1,3.0,3.9,6.9,0.18,0.14,0.32,0.22,0.14,0.36,0.11,0.25,53,15,28.3,1.91,0.54,21.6,0.06,-1.1,551,855,64.4,9059,2662,0.1,41,25,38,70,173,1123,24,150,382,619,62,71,41,57.7,23,32.4,611,4030,2161,51,18,720
Luis Sinisterra,COL,"FW,MF",Bournemouth,Premier League,24,1999,20,7,699,7.8,2,2,4,2,0,0,0,0,2.5,2.5,2.4,5.0,0.26,0.26,0.52,0.33,0.31,0.64,0.33,0.64,27,8,29.6,3.48,1.03,13.9,0.09,-0.5,226,292,77.4,3223,747,-0.4,20,9,16,51,85,430,11,63,134,242,83,49,29,59.2,18,36.7,267,2098,1195,20,35,309
Luiz Henrique,BRA,FW,Betis,La Liga,22,2001,14,6,616,6.8,0,3,3,0,0,0,1,0,1.2,1.2,1.6,2.9,0.0,0.44,0.44,0.18,0.24,0.42,0.18,0.42,18,3,16.7,2.63,0.44,15.9,0.07,-1.2,146,211,69.2,2292,489,1.4,11,10,10,35,58,319,4,33,135,156,34,47,26,55.3,13,27.7,205,1791,897,14,10,235
Luka Jović,SRB,FW,Milan,Serie A,25,1997,23,8,877,9.7,6,1,7,6,0,0,2,1,4.9,4.9,0.8,5.7,0.62,0.1,0.72,0.5,0.09,0.59,0.5,0.59,22,12,54.5,2.26,1.23,11.3,0.23,1.1,133,182,73.1,1960,364,0.2,11,12,4,6,47,269,8,19,148,106,36,13,7,53.8,6,46.2,154,874,229,7,0,193
Luka Romero,ARG,"FW,MF",Milan,Serie A,18,2004,4,0,88,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,1,0,0.0,1.02,0.0,9.5,0.09,-0.1,33,39,84.6,434,58,0.0,0,1,1,4,7,48,1,8,23,19,2,3,1,33.3,2,66.7,37,261,103,2,0,35
Luka Romero,ARG,FW,Almería,La Liga,18,2004,13,5,438,4.9,3,0,3,3,0,0,2,0,1.3,1.3,0.1,1.4,0.62,0.0,0.62,0.26,0.02,0.28,0.26,0.28,8,3,37.5,1.64,0.62,15.9,0.18,1.7,137,148,92.6,1744,338,-0.1,2,7,2,11,20,226,5,39,118,71,5,16,7,43.8,8,50.0,143,750,341,12,1,155
Lukas Nmecha,GER,FW,Wolfsburg,Bundesliga,24,1998,3,0,42,0.5,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.2,2.14,0.0,2.14,0.31,0.05,0.35,0.31,0.35,1,1,100.0,2.14,2.14,7.8,0.14,0.9,6,12,50.0,81,15,0.0,1,1,0,0,5,22,0,0,8,14,6,0,0,,0,,10,30,4,1,0,14
Lyle Foster,RSA,"FW,MF",Burnley,Premier League,22,2000,24,22,1899,21.1,5,3,8,5,0,0,0,1,4.5,4.5,1.9,6.4,0.24,0.14,0.38,0.21,0.09,0.3,0.21,0.3,34,16,47.1,1.61,0.76,14.6,0.13,0.5,312,461,67.7,4471,835,1.1,19,21,12,55,104,692,41,93,289,321,93,39,19,48.7,18,46.2,380,2464,1278,31,36,479
M'Bala Nzola,ANG,FW,Fiorentina,Serie A,26,1996,33,15,1552,17.2,3,3,6,2,1,1,2,0,4.5,3.7,1.6,5.4,0.17,0.17,0.35,0.26,0.09,0.36,0.22,0.31,31,12,38.7,1.8,0.7,12.5,0.12,-1.5,283,345,82.0,3818,590,1.4,21,16,13,21,143,546,24,37,192,322,89,30,14,46.7,14,46.7,338,1744,490,15,10,419
M'Baye Niang,SEN,FW,Empoli,Serie A,28,1994,14,5,708,7.9,6,1,7,2,4,4,1,0,5.4,2.3,0.9,3.2,0.76,0.13,0.89,0.68,0.12,0.8,0.29,0.41,20,5,25.0,2.54,0.64,16.9,0.11,0.6,90,140,64.3,1379,305,0.1,9,8,3,13,43,253,15,27,110,118,36,16,5,31.3,9,56.3,146,748,292,8,10,204
Malick Fofana,BEL,FW,Lyon,Ligue 1,18,2005,17,4,559,6.2,3,0,3,3,0,0,0,0,1.8,1.8,0.5,2.4,0.48,0.0,0.48,0.29,0.09,0.38,0.29,0.38,9,7,77.8,1.45,1.13,14.2,0.2,1.2,143,180,79.4,2092,314,-0.5,6,4,6,26,60,244,7,37,84,133,21,15,8,53.3,7,46.7,210,1566,836,18,10,197
Mama Samba Baldé,GNB,"FW,MF",Lyon,Ligue 1,27,1995,20,4,551,6.1,2,3,5,2,0,0,1,0,3.4,3.4,2.3,5.7,0.33,0.49,0.82,0.55,0.38,0.94,0.55,0.94,17,9,52.9,2.78,1.47,14.2,0.2,-1.4,88,135,65.2,1223,294,0.7,13,4,4,23,73,234,2,21,87,133,43,28,12,42.9,16,57.1,176,1287,586,9,15,174
Mamadou Diakhon,FRA,"FW,MF",Reims,Ligue 1,17,2005,11,1,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11,1,1,100.0,0.43,0.43,20.3,0.01,0.0,38,48,79.2,646,131,-0.2,1,1,0,11,16,87,4,17,33,40,5,20,6,30.0,10,50.0,63,620,278,2,5,57
Mamadou Sylla,SEN,"FW,MF",Alavés,La Liga,29,1994,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,3,7,42.9,64,6,0.0,0,2,0,0,1,13,1,3,6,4,0,1,0,0.0,1,100.0,6,25,10,0,0,8
Mamady Bangré,BFA,"FW,MF",Toulouse,Ligue 1,22,2001,8,0,101,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.8,0.0,0.89,0.89,0.12,0.59,0.71,0.12,0.71,3,0,0.0,2.67,0.0,16.1,0.04,-0.1,59,74,79.7,791,234,0.3,6,2,5,10,12,97,2,14,33,50,13,5,1,20.0,4,80.0,76,542,312,5,2,69
Manor Solomon,ISR,FW,Tottenham,Premier League,24,1999,5,2,199,2.2,0,2,2,0,0,0,1,0,0.4,0.4,0.8,1.2,0.0,0.9,0.9,0.19,0.38,0.56,0.19,0.56,7,1,14.3,3.17,0.45,16.8,0.06,-0.4,78,90,86.7,1105,196,1.2,12,3,7,17,44,125,1,14,29,83,20,17,10,58.8,7,41.2,92,695,404,8,9,92
Marc Cardona,ESP,FW,Las Palmas,La Liga,28,1995,26,6,737,8.2,4,1,5,3,1,1,4,0,4.2,3.5,1.1,4.5,0.49,0.12,0.61,0.52,0.13,0.65,0.42,0.55,21,10,47.6,2.56,1.22,14.3,0.16,-0.2,170,227,74.9,1972,280,-0.1,8,9,6,10,74,333,7,33,161,146,46,34,14,41.2,19,55.9,215,983,388,4,4,255
Marc Guiu,ESP,"FW,MF",Barcelona,La Liga,17,2006,3,1,74,0.8,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.0,1.22,0.0,1.22,0.92,0.32,1.24,0.92,1.24,4,1,25.0,4.86,1.22,12.1,0.19,0.2,8,8,100.0,83,7,-0.3,1,0,1,1,8,20,0,0,10,10,4,0,0,,0,,13,47,13,1,1,16
Marciano Tchami,GNB,"FW,MF",Almería,La Liga,19,2004,6,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.06,0.1,0.17,0.06,0.17,1,0,0.0,2.09,0.0,22.7,0.03,0.0,14,24,58.3,162,52,0.0,1,0,0,1,3,28,0,2,17,9,0,0,0,,0,,12,87,24,1,0,16
Marcin Listkowski,POL,FW,Lecce,Serie A,25,1998,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.47,0.47,1,0,0.0,11.25,0.0,24.5,0.04,0.0,3,3,100.0,36,4,0.0,0,1,0,0,0,5,0,1,3,1,0,0,0,,0,,4,15,4,0,0,4
Marcus Rashford,ENG,FW,Manchester Utd,Premier League,25,1997,33,26,2271,25.2,7,2,9,5,2,2,2,0,7.4,5.8,2.3,8.1,0.28,0.08,0.36,0.29,0.09,0.38,0.23,0.32,60,19,31.7,2.38,0.75,16.8,0.1,-0.4,559,742,75.3,7674,2035,-0.3,23,34,30,95,184,1024,24,124,345,570,130,109,48,44.0,53,48.6,689,4980,2388,51,64,798
Marcus Tavernier,ENG,FW,Bournemouth,Premier League,24,1999,30,25,2118,23.5,3,4,7,3,0,0,3,0,3.9,3.9,5.2,9.1,0.13,0.17,0.3,0.17,0.22,0.39,0.17,0.39,53,16,30.2,2.25,0.68,20.0,0.07,-0.9,658,920,71.5,10699,3392,-1.2,44,46,35,79,171,1246,34,182,404,686,94,106,44,41.5,55,51.9,693,4995,2411,82,25,765
Marcus Thuram,FRA,FW,Inter,Serie A,25,1997,35,34,2687,29.9,13,7,20,13,0,0,3,0,14.3,14.3,3.7,18.0,0.44,0.23,0.67,0.48,0.12,0.6,0.48,0.6,77,29,37.7,2.58,0.97,11.8,0.19,-1.3,476,656,72.6,5687,1049,3.3,29,20,19,68,192,967,26,83,422,474,176,51,33,64.7,11,21.6,540,3480,1696,28,40,756
Mariano,DOM,"FW,MF",Sevilla,La Liga,29,1993,9,2,244,2.7,0,0,0,0,0,0,1,0,1.2,1.2,0.1,1.3,0.0,0.0,0.0,0.45,0.02,0.48,0.45,0.48,14,2,14.3,5.16,0.74,14.7,0.09,-1.2,37,53,69.8,554,127,-0.1,2,2,1,3,17,85,2,3,33,49,16,2,1,50.0,1,50.0,45,329,111,3,3,62
Mario Dominguez,ESP,FW,Valencia,La Liga,19,2004,3,0,25,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.59,0.0,0.59,0.59,0.59,3,1,33.3,10.8,3.6,17.3,0.05,-0.2,4,5,80.0,56,22,0.0,0,1,0,0,1,10,0,0,2,8,2,0,0,,0,,4,9,2,0,0,9
Mark O'Mahony,IRL,FW,Brighton,Premier League,18,2005,3,1,63,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,1,0,0.0,1.43,0.0,16.8,0.06,-0.1,13,16,81.3,162,2,0.0,0,0,0,0,0,27,2,6,15,6,2,0,0,,0,,16,66,10,0,0,21
Marko Arnautović,AUT,FW,Inter,Serie A,34,1989,27,5,801,8.9,5,3,8,5,0,0,0,0,5.0,5.0,2.6,7.6,0.56,0.34,0.9,0.56,0.29,0.85,0.56,0.85,17,9,52.9,1.91,1.01,11.5,0.29,0.0,203,271,74.9,2726,533,0.4,16,9,10,12,77,358,8,25,169,165,41,6,1,16.7,5,83.3,208,819,272,8,4,281
Marko Milovanović,SRB,"FW,MF",Almería,La Liga,19,2003,11,2,308,3.4,1,0,1,1,0,0,0,0,1.5,1.5,0.1,1.6,0.29,0.0,0.29,0.45,0.03,0.47,0.45,0.47,5,1,20.0,1.46,0.29,16.2,0.31,-0.5,43,68,63.2,457,59,-0.1,2,3,1,2,13,102,5,13,56,34,13,4,1,25.0,2,50.0,51,177,59,1,1,66
Marley Aké,FRA,FW,Udinese,Serie A,22,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,0,0,,0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,,1,0,0,0,0,1
Marquinhos,BRA,"FW,MF",Nantes,Ligue 1,20,2003,7,1,154,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0,0.0,0.0,0.0,0.15,0.43,0.58,0.15,0.58,5,1,20.0,2.92,0.58,20.7,0.05,-0.3,50,67,74.6,768,223,-0.7,5,2,4,2,11,99,3,17,42,40,8,7,4,57.1,3,42.9,66,308,115,2,1,60
Martin Satriano,URU,FW,Brest,Ligue 1,22,2001,33,21,1864,20.7,4,4,8,4,0,0,4,0,6.1,6.1,2.9,9.0,0.19,0.19,0.39,0.29,0.14,0.43,0.29,0.43,63,20,31.7,3.04,0.97,16.2,0.1,-2.1,325,456,71.3,5299,1060,1.1,21,22,9,28,121,714,32,79,297,347,99,45,21,46.7,24,53.3,490,2665,889,22,12,507
Martin Terrier,FRA,"FW,MF",Rennes,Ligue 1,26,1997,24,19,1527,17.0,7,3,10,7,0,0,2,1,5.2,5.2,2.6,7.8,0.41,0.18,0.59,0.31,0.15,0.46,0.31,0.46,38,16,42.1,2.24,0.94,12.8,0.14,1.8,395,497,79.5,5865,1309,0.4,16,34,18,28,112,679,19,75,288,323,87,39,16,41.0,18,46.2,506,2828,1153,25,9,511
Marvin,ESP,"FW,DF",Las Palmas,La Liga,23,2000,31,17,1855,20.6,0,2,2,0,0,0,5,0,0.9,0.9,2.5,3.5,0.0,0.1,0.1,0.05,0.12,0.17,0.05,0.17,14,3,21.4,0.68,0.15,17.3,0.07,-0.9,557,774,72.0,8082,1609,-0.5,13,16,13,60,177,1011,26,174,416,433,50,47,19,40.4,21,44.7,574,3530,1535,40,13,662
Marvin Cuni,ALB,FW,Frosinone,Serie A,22,2001,22,6,534,5.9,1,0,1,1,0,0,0,0,1.3,1.3,0.3,1.6,0.17,0.0,0.17,0.22,0.05,0.28,0.22,0.28,10,2,20.0,1.69,0.34,14.3,0.13,-0.3,82,115,71.3,988,167,-0.3,6,2,2,6,45,198,1,12,92,97,24,14,3,21.4,8,57.1,107,481,132,5,2,146
Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,29,1994,33,32,2696,30.0,12,9,21,7,5,6,9,0,12.8,7.9,7.8,15.7,0.4,0.3,0.7,0.43,0.26,0.69,0.26,0.52,74,32,43.2,2.47,1.07,18.9,0.11,-0.8,566,950,59.6,9838,3256,1.2,58,41,30,17,150,1166,25,81,531,559,110,28,12,42.9,16,57.1,586,2105,834,20,7,779
Masaya Okugawa,JPN,"FW,DF",Augsburg,Bundesliga,27,1996,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,7,11,63.6,102,22,0.0,0,0,0,0,2,14,1,2,6,6,2,1,0,0.0,0,0.0,6,11,4,1,0,8
Mason Burstow,ENG,FW,Chelsea,Premier League,19,2003,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,3,4,75.0,29,1,0.0,0,0,0,0,1,6,0,0,1,5,1,0,0,,0,,2,1,0,0,0,3
Mateo Retegui,ITA,FW,Genoa,Serie A,24,1999,29,26,2216,24.6,7,2,9,6,1,1,5,0,5.8,5.0,0.7,5.8,0.28,0.08,0.37,0.24,0.03,0.27,0.2,0.24,62,22,35.5,2.52,0.89,14.3,0.08,1.2,265,412,64.3,3135,410,1.3,11,10,5,18,112,685,33,77,307,308,92,36,14,38.9,18,50.0,393,1613,386,12,8,503
Matheus Cunha,BRA,"FW,MF",Wolves,Premier League,24,1999,32,29,2440,27.1,12,7,19,11,1,1,9,0,9.5,8.7,3.2,11.9,0.44,0.26,0.7,0.35,0.12,0.47,0.32,0.44,72,36,50.0,2.66,1.33,18.0,0.12,2.5,658,831,79.2,8887,2308,3.8,28,56,31,107,139,1220,30,170,610,474,121,140,64,45.7,61,43.6,719,5683,3203,79,38,884
Mathias Honsak,AUT,"FW,MF",Darmstadt 98,Bundesliga,26,1996,23,10,1021,11.3,1,1,2,1,0,0,1,0,1.8,1.8,0.7,2.5,0.09,0.09,0.18,0.16,0.06,0.22,0.16,0.22,23,6,26.1,2.03,0.53,17.4,0.08,-0.8,210,285,73.7,3092,747,0.3,12,11,6,22,62,476,27,99,181,199,36,30,9,30.0,21,70.0,271,1432,571,14,8,326
Mathias Pereira Lage,POR,"FW,MF",Brest,Ligue 1,26,1996,30,12,1187,13.2,3,2,5,3,0,0,3,0,3.5,3.5,1.7,5.2,0.23,0.15,0.38,0.27,0.13,0.4,0.27,0.4,36,16,44.4,2.73,1.21,17.9,0.1,-0.5,266,395,67.3,3999,1074,0.3,14,16,5,19,95,564,15,70,215,285,45,28,8,28.6,16,57.1,354,2261,727,14,3,351
Mathis Lambourde,FRA,FW,Rennes,Ligue 1,17,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,4,5,80.0,45,13,0.0,0,0,0,1,2,9,1,3,3,3,0,0,0,,0,,6,33,10,0,0,4
Mathys Tel,FRA,"FW,MF",Bayern Munich,Bundesliga,18,2005,30,6,1050,11.7,7,5,12,7,0,0,2,0,3.7,3.7,2.3,6.0,0.6,0.43,1.03,0.32,0.2,0.52,0.32,0.52,43,18,41.9,3.69,1.54,15.9,0.09,3.3,340,410,82.9,5395,862,2.7,12,23,19,45,122,589,7,62,210,333,80,67,37,55.2,29,43.3,415,3352,1376,22,31,447
Matias Arezo,URU,FW,Granada,La Liga,20,2002,14,3,369,4.1,0,0,0,0,0,0,1,0,1.2,1.2,0.1,1.2,0.0,0.0,0.0,0.28,0.01,0.3,0.28,0.3,12,4,33.3,2.93,0.98,18.1,0.1,-1.2,52,82,63.4,736,186,-0.1,2,3,2,6,17,126,5,14,70,45,11,1,1,100.0,0,0.0,56,312,182,3,4,78
Matìas Soulé,ARG,"FW,MF",Frosinone,Serie A,20,2003,36,36,3121,34.7,11,3,14,6,5,6,4,0,10.5,5.7,6.6,12.3,0.32,0.09,0.4,0.3,0.19,0.49,0.17,0.36,77,18,23.4,2.22,0.52,22.2,0.07,0.5,1197,1535,78.0,18531,5372,-3.6,82,107,78,115,211,2015,18,194,907,947,102,225,102,45.3,101,44.9,1240,8342,3968,117,35,1478
Matt Ritchie,SCO,"FW,MF",Newcastle Utd,Premier League,33,1989,13,0,128,1.4,1,0,1,1,0,0,1,0,1.0,1.0,0.0,1.0,0.7,0.0,0.7,0.68,0.0,0.68,0.68,0.68,6,4,66.7,4.22,2.81,12.0,0.16,0.0,70,93,75.3,959,234,0.0,0,5,3,5,13,125,6,26,42,57,9,2,0,0.0,1,50.0,58,293,160,5,2,85
Matteo Cancellieri,ITA,"FW,MF",Empoli,Serie A,21,2002,36,18,1788,19.9,4,3,7,4,0,0,7,0,4.7,4.7,2.9,7.6,0.2,0.15,0.35,0.24,0.15,0.38,0.24,0.38,40,12,30.0,2.01,0.6,16.6,0.12,-0.7,222,379,58.6,3245,789,0.1,17,13,9,48,138,673,20,100,253,339,78,100,37,37.0,46,46.0,426,3168,1381,36,28,466
Matteo Perez Vinlöf,SWE,FW,Bayern Munich,Bundesliga,17,2005,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,11,13,84.6,156,22,0.0,0,0,0,0,1,19,0,9,6,4,0,1,0,0.0,1,100.0,9,30,11,0,0,12
Matteo Politano,ITA,FW,Napoli,Serie A,29,1993,37,31,2360,26.2,8,7,15,6,2,3,2,1,7.1,4.8,6.6,11.4,0.31,0.27,0.57,0.27,0.25,0.52,0.18,0.43,72,15,20.8,2.75,0.57,21.5,0.07,0.9,994,1292,76.9,16623,5282,0.4,71,75,76,113,216,1550,14,166,555,845,86,83,31,37.3,39,47.0,944,7031,3397,80,22,1155
Matthis Abline,FRA,FW,Nantes,Ligue 1,20,2003,22,12,1044,11.6,5,0,5,5,0,0,1,0,3.8,3.8,2.0,5.8,0.43,0.0,0.43,0.33,0.17,0.5,0.33,0.5,42,19,45.2,3.62,1.64,17.4,0.09,1.2,162,231,70.1,2410,448,-2.0,17,6,7,28,87,386,9,36,153,209,65,33,19,57.6,14,42.4,294,1979,906,24,14,287
Mattia Destro,ITA,"FW,MF",Empoli,Serie A,32,1991,15,3,366,4.1,0,0,0,0,0,0,2,0,1.2,1.2,0.3,1.5,0.0,0.0,0.0,0.29,0.08,0.37,0.29,0.37,11,4,36.4,2.7,0.98,15.0,0.11,-1.2,41,63,65.1,567,71,-0.3,3,2,0,4,19,107,1,7,55,46,18,4,1,25.0,1,25.0,53,267,114,3,3,78
Mattia Zaccagni,ITA,"FW,MF",Lazio,Serie A,28,1995,28,24,1956,21.7,6,1,7,6,0,0,8,0,4.7,4.7,2.9,7.6,0.28,0.05,0.32,0.22,0.13,0.35,0.22,0.35,42,13,31.0,1.93,0.6,17.6,0.12,1.3,711,899,79.1,10281,2132,-1.9,29,36,26,88,209,1164,19,129,492,571,79,114,54,47.4,37,32.5,781,5644,3016,64,30,910
Max Svensson,ESP,FW,Osasuna,La Liga,22,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,0,0,,0,0,0.0,0,0,0,0,0,2,0,0,0,2,2,0,0,,0,,0,0,0,0,0,1
Maxi Gómez,URU,FW,Cádiz,La Liga,26,1996,31,12,1163,12.9,0,0,0,0,0,0,2,0,1.6,1.6,0.6,2.2,0.0,0.0,0.0,0.12,0.04,0.17,0.12,0.17,16,6,37.5,1.24,0.46,14.3,0.1,-1.6,132,255,51.8,1666,311,-0.6,9,16,4,13,54,361,5,28,159,176,47,11,4,36.4,5,45.5,203,877,269,10,2,293
Maxime Busi,BEL,"FW,DF",Reims,Ligue 1,23,1999,5,1,162,1.8,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.1,0.11,0.21,0.1,0.21,1,0,0.0,0.56,0.0,16.2,0.18,-0.2,71,95,74.7,1205,526,-0.2,3,2,1,3,12,116,5,38,49,31,6,4,3,75.0,1,25.0,69,394,175,2,3,60
Maximilian Beier,GER,"FW,MF",Hoffenheim,Bundesliga,20,2002,33,29,2420,26.9,16,1,17,16,0,0,0,0,11.4,11.4,2.4,13.8,0.6,0.04,0.63,0.43,0.09,0.51,0.43,0.51,82,39,47.6,3.05,1.45,15.4,0.14,4.6,384,550,69.8,4753,790,-1.4,24,7,27,61,224,872,14,61,315,505,145,87,33,37.9,45,51.7,547,2949,1373,32,36,628
Maximilian Breunig,GER,FW,Freiburg,Bundesliga,22,2000,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,1,2,50.0,13,0,0.0,0,0,0,0,0,6,0,0,4,2,0,0,0,,0,,1,0,0,0,0,3
Maximilian Philipp,GER,"FW,MF",Freiburg,Bundesliga,29,1994,17,1,323,3.6,1,0,1,1,0,0,2,0,0.5,0.5,0.4,0.9,0.28,0.0,0.28,0.14,0.11,0.25,0.14,0.25,9,3,33.3,2.51,0.84,12.7,0.05,0.5,81,109,74.3,1056,161,-0.4,3,6,2,3,28,155,4,22,76,57,14,1,0,0.0,1,100.0,94,341,105,4,2,105
Medon Berisha,ALB,"FW,MF",Lecce,Serie A,19,2003,6,2,205,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.07,0.11,0.18,0.07,0.18,2,0,0.0,0.88,0.0,17.6,0.09,-0.2,84,98,85.7,1578,419,-0.2,5,7,2,3,3,111,3,23,72,19,3,5,1,20.0,2,40.0,71,374,123,2,0,86
Memphis,NED,FW,Atlético Madrid,La Liga,29,1994,23,9,893,9.9,5,1,6,5,0,0,2,0,5.8,5.8,1.8,7.6,0.5,0.1,0.6,0.58,0.18,0.76,0.58,0.76,38,15,39.5,3.83,1.51,17.5,0.15,-0.8,195,264,73.9,2877,727,-0.8,13,20,9,16,82,407,1,28,180,206,64,37,18,48.6,16,43.2,243,1126,498,11,7,324
Mergim Berisha,GER,FW,Hoffenheim,Bundesliga,25,1998,6,0,144,1.6,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,0.0,0.0,0.0,0.32,0.19,0.51,0.32,0.51,6,1,16.7,3.75,0.62,16.2,0.09,-0.5,22,33,66.7,290,91,-0.3,2,2,1,2,13,55,1,5,18,33,9,2,2,100.0,0,0.0,42,189,96,1,1,44
Mergim Berisha,GER,FW,Augsburg,Bundesliga,25,1998,2,2,122,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.0,0.0,0.0,0.13,0.07,0.2,0.13,0.2,5,0,0.0,3.69,0.0,30.7,0.03,-0.2,10,14,71.4,142,73,-0.1,2,1,1,3,5,28,4,5,9,14,3,2,0,0.0,2,100.0,18,96,53,1,1,20
Michael Gregoritsch,AUT,FW,Freiburg,Bundesliga,29,1994,32,19,1682,18.7,7,4,11,7,0,0,2,0,9.2,9.2,1.0,10.2,0.37,0.21,0.59,0.49,0.05,0.55,0.49,0.55,74,26,35.1,3.96,1.39,14.2,0.13,-2.2,268,440,60.9,4009,1147,3.0,15,21,15,12,89,661,31,97,263,309,101,18,5,27.8,11,61.1,284,1198,458,18,4,449
Michael Ndiweni,ENG,FW,Newcastle Utd,Premier League,19,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,1,2,50.0,16,15,0.0,0,0,0,0,0,2,0,0,2,0,0,0,0,,0,,0,0,0,0,0,0
Michael Obafemi,IRL,"FW,MF",Burnley,Premier League,23,2000,2,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,2,0,0.0,9.0,0.0,19.8,0.05,-0.1,4,5,80.0,55,2,0.0,0,0,0,0,3,9,0,0,3,6,4,3,3,100.0,0,0.0,6,32,11,0,0,6
Michael Olise,FRA,"FW,MF",Crystal Palace,Premier League,21,2001,19,14,1275,14.2,10,6,16,9,1,1,0,0,5.5,4.7,5.8,10.5,0.71,0.42,1.13,0.39,0.41,0.8,0.33,0.74,56,20,35.7,3.95,1.41,18.5,0.08,4.5,540,721,74.9,8557,2634,0.2,36,43,34,68,134,959,10,102,396,483,80,83,40,48.2,33,39.8,563,3979,2210,50,27,692
