Player,Annual Wage (Euros),Weekly Wage (Euros),Squad,Age,League
Marko Rog,1300000 ,25000 ,Cagliari,28,Serie A
Norbert Gyömbér,1300000 ,25000 ,Salernitana,31,Serie A
Antonio Mirante,1300000 ,25000 ,Milan,40,Serie A
Cristian Volpato,1300000 ,25000 ,Sassuolo,19,Serie A
Nampalys Mendy,1300000 ,25000 ,Lens,31,Ligue 1
Adrien Tameze,1280000 ,24615 ,Torino,29,Serie A
Pietro Pellegri,1280000 ,24615 ,Torino,22,Serie A
Alexis Saelemaekers,1280000 ,24615 ,Bologna,24,Serie A
Lucas Martínez Quarta,1280000 ,24615 ,Fiorentina,27,Serie A
Aarón Martín,1280000 ,24615 ,Genoa,26,Serie A
Caleb Ekuban,1280000 ,24615 ,Genoa,29,Serie A
Ruslan Malinovskyi,1280000 ,24615 ,Genoa,30,Serie A
Răzvan Marin,1280000 ,24615 ,Empoli,27,Serie A
Domagoj Bradarić,1280000 ,24615 ,Salernitana,23,Serie A
Mile Svilar,1280000 ,24615 ,Roma,23,Serie A
Agustín Álvarez Martínez,1280000 ,24615 ,Sassuolo,22,Serie A
Frederic Guilbert,1280000 ,24615 ,Strasbourg,28,Ligue 1
Habib Diarra,1280000 ,24615 ,Strasbourg,19,Ligue 1
Marko Dmitrović,1260000 ,24231 ,Sevilla,31,La Liga
Luca Caldirola,1260000 ,24231 ,Monza,32,Serie A
Franck Honorat,1250000 ,24038 ,Gladbach,26,Bundesliga
Santi Comesaña,1250000 ,24038 ,Villarreal,26,La Liga
Florian Lejeune,1250000 ,24038 ,Rayo Vallecano,32,La Liga
Samuel Lino,1250000 ,24038 ,Atlético Madrid,24,La Liga
Ayoze Pérez,1250000 ,24038 ,Betis,30,La Liga
Nikola Moro,1240000 ,23846 ,Bologna,25,Serie A
Facundo Pellistri,1231034 ,23674 ,Manchester Utd,21,Premier League
Ben Osborn,1231034 ,23674 ,Sheffield Utd,28,Premier League
Jayden Bogle,1231034 ,23674 ,Sheffield Utd,23,Premier League
Jordan Amissah,1231034 ,23674 ,Sheffield Utd,22,Premier League
Oliver Norwood,1231034 ,23674 ,Sheffield Utd,32,Premier League
Naouirou Ahamada,1231034 ,23674 ,Crystal Palace,21,Premier League
Antoine Semenyo,1231034 ,23674 ,Bournemouth,23,Premier League
Ben Johnson,1231034 ,23674 ,West Ham,23,Premier League
Morgan Rogers,1231034 ,23674 ,Aston Villa,21,Premier League
Enso González,1231034 ,23674 ,Wolves,19,Premier League
Dara O'Shea,1231034 ,23674 ,Burnley,24,Premier League
Hjalmar Ekdal,1231034 ,23674 ,Burnley,25,Premier League
Ivan Toney,1231034 ,23674 ,Brentford,27,Premier League
Josh Dasilva,1231034 ,23674 ,Brentford,24,Premier League
Mads Roerslev,1231034 ,23674 ,Brentford,24,Premier League
Ian Maatsen,1231034 ,23674 ,Chelsea,21,Premier League
Billy Gilmour,1231034 ,23674 ,Brighton,22,Premier League
Jason Steele,1231034 ,23674 ,Brighton,32,Premier League
Cauley Woodrow,1231034 ,23674 ,Luton Town,28,Premier League
Issa Kaboré,1231034 ,23674 ,Luton Town,22,Premier League
Tom Lockyer,1231034 ,23674 ,Luton Town,28,Premier League
Giulian Biancone,1231034 ,23674 ,Nott'ham Forest,23,Premier League
Harry Arter,1231034 ,23674 ,Nott'ham Forest,33,Premier League
Scott McKenna,1231034 ,23674 ,Nott'ham Forest,26,Premier League
Lys Mousset,1230000 ,23654 ,Bochum,27,Bundesliga
Radosław Majecki,1230000 ,23654 ,Monaco,23,Ligue 1
Ian Maatsen,1220000 ,23462 ,Dortmund,21,Bundesliga
Miguel Ángel Rubio,1220000 ,23462 ,Granada,25,La Liga
Mark Travers,1216914 ,23402 ,Bournemouth,24,Premier League
Stanley N'Soki,1200000 ,23077 ,Hoffenheim,24,Bundesliga
Tim Kleindienst,1200000 ,23077 ,Heidenheim,27,Bundesliga
Joe Scally,1200000 ,23077 ,Gladbach,20,Bundesliga
Pavao Pervan,1200000 ,23077 ,Wolfsburg,35,Bundesliga
Deniz Undav,1200000 ,23077 ,Stuttgart,27,Bundesliga
Miloš Veljković,1200000 ,23077 ,Werder Bremen,27,Bundesliga
András Schäfer,1200000 ,23077 ,Union Berlin,24,Bundesliga
Frederik Rønnow,1200000 ,23077 ,Union Berlin,30,Bundesliga
Andreas Hanche-Olsen,1200000 ,23077 ,Mainz 05,26,Bundesliga
Josuha Guilavogui,1200000 ,23077 ,Mainz 05,32,Bundesliga
Christopher Lenz,1200000 ,23077 ,RB Leipzig,28,Bundesliga
Bernardo,1200000 ,23077 ,Bochum,28,Bundesliga
Erhan Mašović,1200000 ,23077 ,Bochum,24,Bundesliga
Jan Thielmann,1200000 ,23077 ,Köln,21,Bundesliga
Marvin Schwäbe,1200000 ,23077 ,Köln,28,Bundesliga
Timothy Chandler,1200000 ,23077 ,Eint Frankfurt,33,Bundesliga
Jonathan Viera,1200000 ,23077 ,Las Palmas,33,La Liga
Manu Trigueros,1200000 ,23077 ,Villarreal,31,La Liga
Diego Rico,1200000 ,23077 ,Getafe,30,La Liga
Omar Alderete,1200000 ,23077 ,Getafe,26,La Liga
Óscar Rodríguez Arnaiz,1200000 ,23077 ,Getafe,25,La Liga
Édgar González,1200000 ,23077 ,Almería,26,La Liga
Aleix García,1200000 ,23077 ,Girona,26,La Liga
Cristhian Stuani,1200000 ,23077 ,Girona,36,La Liga
Radamel Falcao,1200000 ,23077 ,Rayo Vallecano,37,La Liga
Isaac Palazón Camacho,1200000 ,23077 ,Rayo Vallecano,28,La Liga
Facundo Pellistri,1200000 ,23077 ,Granada,21,La Liga
Nahuel Molina,1200000 ,23077 ,Atlético Madrid,25,La Liga
Umar Sadiq,1200000 ,23077 ,Real Sociedad,26,La Liga
Franco Cervi,1200000 ,23077 ,Celta Vigo,29,La Liga
Cédric Bakambu,1200000 ,23077 ,Betis,32,La Liga
Claudio Bravo,1200000 ,23077 ,Betis,40,La Liga
Luca Pellegrini,1200000 ,23077 ,Lazio,24,Serie A
Alexis Claude-Maurice,1200000 ,23077 ,Nice,25,Ligue 1
Quentin Merlin,1200000 ,23077 ,Marseille,21,Ligue 1
Azor Matusiwa,1200000 ,23077 ,Reims,25,Ligue 1
Junya Ito,1200000 ,23077 ,Reims,30,Ligue 1
Yunis Abdelhamid,1200000 ,23077 ,Reims,35,Ligue 1
Amine Gouiri,1200000 ,23077 ,Rennes,23,Ligue 1
Edon Zhegrova,1200000 ,23077 ,Lille,24,Ligue 1
Romain Faivre,1200000 ,23077 ,Lorient,25,Ligue 1
Jeff Reine-Adélaïde,1200000 ,23077 ,Lyon,25,Ligue 1
Jeffinho,1200000 ,23077 ,Lyon,23,Ligue 1
Oscar Estupiñan,1200000 ,23077 ,Metz,26,Ligue 1
Mohamed Camara,1200000 ,23077 ,Monaco,23,Ligue 1
Arnau Tenas,1200000 ,23077 ,Paris S-G,22,Ligue 1
Jean-Clair Todibo,1180000 ,22692 ,Nice,23,Ligue 1
Jakub Kamiński,1150000 ,22115 ,Wolfsburg,21,Bundesliga
Nicolas Cozza,1150000 ,22115 ,Wolfsburg,24,Bundesliga
Anthony Jung,1150000 ,22115 ,Werder Bremen,31,Bundesliga
Justin Njinmah,1150000 ,22115 ,Werder Bremen,22,Bundesliga
Rubén García,1150000 ,22115 ,Osasuna,30,La Liga
Pablo Barrios,1150000 ,22115 ,Atlético Madrid,20,La Liga
Óscar Mingueza,1150000 ,22115 ,Celta Vigo,24,La Liga
Adam Masina,1150000 ,22115 ,Udinese,29,Serie A
Hassane Kamara,1150000 ,22115 ,Udinese,29,Serie A
Koffi Djidji,1150000 ,22115 ,Torino,30,Serie A
Joshua Zirkzee,1150000 ,22115 ,Bologna,22,Serie A
George Pușcaș,1150000 ,22115 ,Genoa,27,Serie A
Dylan Bronn,1150000 ,22115 ,Salernitana,28,Serie A
Armand Lauriente,1150000 ,22115 ,Sassuolo,24,Serie A
Nicolas Cozza,1150000 ,22115 ,Nantes,24,Ligue 1
Ermedin Demirović,1140000 ,21923 ,Augsburg,25,Bundesliga
Silas Katompa,1140000 ,21923 ,Stuttgart,24,Bundesliga
Sebastian Polter,1140000 ,21923 ,Darmstadt 98,32,Bundesliga
Michael Gregoritsch,1140000 ,21923 ,Freiburg,29,Bundesliga
Amine Adli,1140000 ,21923 ,Leverkusen,23,Bundesliga
Ignasi Miquel,1140000 ,21923 ,Granada,30,La Liga
Javier Manquillo,1140000 ,21923 ,Celta Vigo,29,La Liga
Lucas Chevalier,1140000 ,21923 ,Lille,21,Ligue 1
Fabian Bredlow,1130000 ,21731 ,Stuttgart,28,Bundesliga
Timo Hübers,1130000 ,21731 ,Köln,27,Bundesliga
Darko Lazović,1110000 ,21346 ,Hellas Verona,32,Serie A
Giangiacomo Magnani,1110000 ,21346 ,Hellas Verona,27,Serie A
Koray Günter,1110000 ,21346 ,Hellas Verona,29,Serie A
Dany Mota,1110000 ,21346 ,Monza,25,Serie A
Riccardo Sottil,1110000 ,21346 ,Fiorentina,24,Serie A
Filip Jagiełło,1110000 ,21346 ,Genoa,25,Serie A
Emmanuel Gyasi,1110000 ,21346 ,Empoli,29,Serie A
Youssef Maleh,1110000 ,21346 ,Empoli,24,Serie A
Edoardo Goldaniga,1110000 ,21346 ,Cagliari,29,Serie A
Zito Luvumbo,1110000 ,21346 ,Cagliari,21,Serie A
Daniel Boloca,1110000 ,21346 ,Sassuolo,24,Serie A
Gian Marco Ferrari,1110000 ,21346 ,Sassuolo,31,Serie A
Wladimiro Falcone,1110000 ,21346 ,Lecce,28,Serie A
Kevin Müller,1100000 ,21154 ,Heidenheim,32,Bundesliga
Senne Lynen,1100000 ,21154 ,Werder Bremen,24,Bundesliga
Johan Mojica,1100000 ,21154 ,Osasuna,30,La Liga
Daniel Vivian,1100000 ,21154 ,Athletic Club,24,La Liga
César Montes,1100000 ,21154 ,Almería,26,La Liga
Lucas Robertone,1100000 ,21154 ,Almería,26,La Liga
Yangel Herrera,1100000 ,21154 ,Girona,25,La Liga
Adrià Pedrosa,1100000 ,21154 ,Sevilla,25,La Liga
Carl Starfelt,1100000 ,21154 ,Celta Vigo,28,La Liga
Ondrej Duda,1100000 ,21154 ,Hellas Verona,28,Serie A
Faris Moumbagna,1100000 ,21154 ,Marseille,23,Ligue 1
Abdoulaye Touré,1100000 ,21154 ,Le Havre,29,Ligue 1
Fabian Rieder,1100000 ,21154 ,Rennes,21,Ligue 1
Clinton Mata,1100000 ,21154 ,Lyon,30,Ligue 1
Eray Cömert,1100000 ,21154 ,Nantes,25,Ligue 1
Philipp Köhn,1100000 ,21154 ,Monaco,25,Ligue 1
Isaac Success,1090000 ,20962 ,Udinese,27,Serie A
Pedro Obiang,1090000 ,20962 ,Sassuolo,31,Serie A
Maxime Busi,1090000 ,20962 ,Reims,23,Ligue 1
Romain Del Castillo,1090000 ,20962 ,Brest,27,Ligue 1
Janik Haberer,1080000 ,20769 ,Union Berlin,29,Bundesliga
Domingos Duarte,1080000 ,20769 ,Getafe,28,La Liga
Roger Martí,1080000 ,20769 ,Cádiz,32,La Liga
Ibrahim Salah,1080000 ,20769 ,Rennes,22,Ligue 1
Matz Sels,1080000 ,20769 ,Strasbourg,31,Ligue 1
Jean-Victor Makengo,1080000 ,20769 ,Lorient,25,Ligue 1
Tino Kadewere,1080000 ,20769 ,Lyon,27,Ligue 1
Adrien Thomasson,1080000 ,20769 ,Lens,29,Ligue 1
Ethan Horvath,1053481 ,20259 ,Nott'ham Forest,28,Premier League
Jorge Cuenca,1050000 ,20192 ,Villarreal,23,La Liga
Mihailo Ristić,1050000 ,20192 ,Celta Vigo,27,La Liga
Tadeo Allende,1050000 ,20192 ,Celta Vigo,24,La Liga
Yusuf Yazıcı,1050000 ,20192 ,Lille,26,Ligue 1
Kristijan Jakić,1040000 ,20000 ,Augsburg,26,Bundesliga
Nathan N'Goumou,1040000 ,20000 ,Gladbach,23,Bundesliga
Sávio,1040000 ,20000 ,Girona,19,La Liga
Óscar Melendo,1040000 ,20000 ,Granada,25,La Liga
Horaţiu Moldovan,1040000 ,20000 ,Atlético Madrid,26,La Liga
Morten Thorsby,1040000 ,20000 ,Genoa,27,Serie A
Caleb Okoli,1040000 ,20000 ,Frosinone,22,Serie A
Enzo Ebosse,1030000 ,19808 ,Udinese,24,Serie A
Jaka Bijol,1030000 ,19808 ,Udinese,24,Serie A
Roberto Pereyra,1030000 ,19808 ,Udinese,32,Serie A
Walace,1030000 ,19808 ,Udinese,28,Serie A
Thomas Henry,1030000 ,19808 ,Hellas Verona,28,Serie A
Nemanja Radonjić,1030000 ,19808 ,Torino,27,Serie A
Dan Ndoye,1030000 ,19808 ,Bologna,22,Serie A
Jesper Karlsson,1030000 ,19808 ,Bologna,25,Serie A
Silvan Hefti,1030000 ,19808 ,Genoa,25,Serie A
Luka Romero,1030000 ,19808 ,Milan,18,Serie A
Malick Thiaw,1030000 ,19808 ,Milan,21,Serie A
Yacine Adli,1030000 ,19808 ,Milan,23,Serie A
Kristjan Asllani,1030000 ,19808 ,Inter,21,Serie A
Yann Aurel Bisseck,1030000 ,19808 ,Inter,22,Serie A
Jamie Leweling,1020000 ,19615 ,Stuttgart,22,Bundesliga
Christian Günter,1020000 ,19615 ,Freiburg,30,Bundesliga
Kamil Jóźwiak,1020000 ,19615 ,Granada,25,La Liga
Alberto Cerri,1020000 ,19615 ,Empoli,27,Serie A
Sofiane Diop,1020000 ,19615 ,Nice,23,Ligue 1
Maximilian Beier,1000000 ,19231 ,Hoffenheim,20,Bundesliga
Arne Maier,1000000 ,19231 ,Augsburg,24,Bundesliga
Iago,1000000 ,19231 ,Augsburg,26,Bundesliga
Tomáš Koubek,1000000 ,19231 ,Augsburg,30,Bundesliga
Cedric Zesiger,1000000 ,19231 ,Wolfsburg,25,Bundesliga
Maximilian Mittelstädt,1000000 ,19231 ,Stuttgart,26,Bundesliga
Felix Passlack,1000000 ,19231 ,Bochum,25,Bundesliga
Dominique Heintz,1000000 ,19231 ,Köln,29,Bundesliga
Catena,1000000 ,19231 ,Osasuna,28,La Liga
Jon Moncayola,1000000 ,19231 ,Osasuna,25,La Liga
Kiko Femenía,1000000 ,19231 ,Villarreal,32,La Liga
Iñigo Lekue,1000000 ,19231 ,Athletic Club,30,La Liga
Andoni Gorosabel,1000000 ,19231 ,Alavés,26,La Liga
Samu Castillejo,1000000 ,19231 ,Valencia,28,La Liga
Carlos Fernández,1000000 ,19231 ,Real Sociedad,27,La Liga
Álvaro Negredo,1000000 ,19231 ,Cádiz,37,La Liga
Jeremías Ledesma,1000000 ,19231 ,Cádiz,30,La Liga
Jorge Meré,1000000 ,19231 ,Cádiz,26,La Liga
Manu Sánchez,1000000 ,19231 ,Celta Vigo,22,La Liga
Abner,1000000 ,19231 ,Betis,23,La Liga
Stefan Posch,1000000 ,19231 ,Bologna,26,Serie A
Emil Bohinen,1000000 ,19231 ,Genoa,24,Serie A
Pol Lirola,1000000 ,19231 ,Frosinone,25,Serie A
Nicola Sansone,1000000 ,19231 ,Lecce,31,Serie A
Michael Amir Murillo,1000000 ,19231 ,Marseille,27,Ligue 1
Benjamin Stambouli,1000000 ,19231 ,Reims,32,Ligue 1
Joseph Okumu,1000000 ,19231 ,Reims,26,Ligue 1
Adrien Truffert,1000000 ,19231 ,Rennes,21,Ligue 1
Hákon Arnar Haraldsson,1000000 ,19231 ,Lille,20,Ligue 1
Nabil Bentaleb,1000000 ,19231 ,Lille,28,Ligue 1
Adryelson,1000000 ,19231 ,Lyon,25,Ligue 1
Malick Fofana,1000000 ,19231 ,Lyon,18,Ligue 1
Ronaël Pierre-Gabriel,1000000 ,19231 ,Nantes,25,Ligue 1
Leonardo Balerdi,990000 ,19038 ,Marseille,24,Ligue 1
Kasim Nuhu,980000 ,18846 ,Hoffenheim,28,Bundesliga
Mateu Morey,980000 ,18846 ,Dortmund,23,Bundesliga
Pablo Maffeo,980000 ,18846 ,Mallorca,26,La Liga
Danny da Costa,960000 ,18462 ,Mainz 05,30,Bundesliga
Maxim Leitsch,960000 ,18462 ,Mainz 05,25,Bundesliga
Maximilian Eggestein,960000 ,18462 ,Freiburg,26,Bundesliga
Adri Embarba,960000 ,18462 ,Almería,31,La Liga
Brenner,960000 ,18462 ,Udinese,23,Serie A
Fabien Centonze,960000 ,18462 ,Hellas Verona,27,Serie A
Jhon Lucumí,960000 ,18462 ,Bologna,25,Serie A
Pantelis Hatzidiakos,960000 ,18462 ,Cagliari,26,Serie A
Antonino Gallo,960000 ,18462 ,Lecce,23,Serie A
Adrian Grbić,960000 ,18462 ,Lorient,26,Ligue 1
Niklas Dorsch,950000 ,18269 ,Augsburg,25,Bundesliga
Vincenzo Grifo,950000 ,18269 ,Freiburg,30,Bundesliga
Sergio Herrera,950000 ,18269 ,Osasuna,30,La Liga
Igor Carioca,950000 ,18269 ,Lorient,26,Ligue 1
Josha Vagnoman,940000 ,18077 ,Stuttgart,22,Bundesliga
Hannibal,940000 ,18077 ,Sevilla,21,La Liga
Antoine Makoumbou,940000 ,18077 ,Cagliari,25,Serie A
Youssouf Ndayishimiye,940000 ,18077 ,Nice,24,Ligue 1
Fabien Centonze,940000 ,18077 ,Nantes,27,Ligue 1
Jailson,930000 ,17885 ,Celta Vigo,28,La Liga
Davide Faraoni,930000 ,17885 ,Hellas Verona,31,Serie A
Matteo Lovato,930000 ,17885 ,Torino,23,Serie A
Charalambos Lykogiannis,930000 ,17885 ,Bologna,29,Serie A
Santiago Castro,930000 ,17885 ,Bologna,19,Serie A
Andrea Carboni,930000 ,17885 ,Monza,22,Serie A
Andrea Colpani,930000 ,17885 ,Monza,24,Serie A
Jean-Daniel Akpa-Akpro,930000 ,17885 ,Monza,30,Serie A
Radu Drăgușin,930000 ,17885 ,Genoa,21,Serie A
Simone Romagnoli,930000 ,17885 ,Frosinone,33,Serie A
Anderson Lima,930000 ,17885 ,Lazio,23,Serie A
Luigi Sepe,930000 ,17885 ,Lazio,32,Serie A
Mattia Destro,930000 ,17885 ,Empoli,32,Serie A
Nicolò Cambiaghi,930000 ,17885 ,Empoli,22,Serie A
Paulo Azzi,930000 ,17885 ,Cagliari,29,Serie A
Tommaso Augello,930000 ,17885 ,Cagliari,28,Serie A
Kostas Manolas,930000 ,17885 ,Salernitana,32,Serie A
Marco Sportiello,930000 ,17885 ,Milan,31,Serie A
Gianluca Pegolo,930000 ,17885 ,Sassuolo,42,Serie A
Jean-Eudes Aholou,930000 ,17885 ,Strasbourg,29,Ligue 1
Hannibal,923275 ,17755 ,Manchester Utd,20,Premier League
Andre Brooks,923275 ,17755 ,Sheffield Utd,20,Premier League
Chris Basham,923275 ,17755 ,Sheffield Utd,35,Premier League
James McAtee,923275 ,17755 ,Sheffield Utd,20,Premier League
Luke Thomas,923275 ,17755 ,Sheffield Utd,22,Premier League
Ashley Phillips,923275 ,17755 ,Tottenham,18,Premier League
Emiliano Marcondes,923275 ,17755 ,Bournemouth,28,Premier League
Enes Ünal,923275 ,17755 ,Bournemouth,26,Premier League
Kieffer Moore,923275 ,17755 ,Bournemouth,30,Premier League
Ben Doak,923275 ,17755 ,Liverpool,18,Premier League
Curtis Jones,923275 ,17755 ,Liverpool,22,Premier League
Jarell Quansah,923275 ,17755 ,Liverpool,21,Premier League
Bruno Jordão,923275 ,17755 ,Wolves,24,Premier League
Ameen Al-Dakhil,923275 ,17755 ,Burnley,21,Premier League
Anass Zaroury,923275 ,17755 ,Burnley,22,Premier League
Han-Noah Massengo,923275 ,17755 ,Burnley,22,Premier League
Hannes Delcroix,923275 ,17755 ,Burnley,24,Premier League
Michael Obafemi,923275 ,17755 ,Burnley,23,Premier League
Saman Ghoddos,923275 ,17755 ,Brentford,29,Premier League
Shandon Baptiste,923275 ,17755 ,Brentford,25,Premier League
Yunus Emre Konak,923275 ,17755 ,Brentford,18,Premier League
Facundo Buonanotte,923275 ,17755 ,Brighton,18,Premier League
Steven Alzate,923275 ,17755 ,Brighton,24,Premier League
Chiedozie Ogbene,923275 ,17755 ,Luton Town,26,Premier League
Daiki Hashioka,923275 ,17755 ,Luton Town,24,Premier League
Mads Juel Andersen,923275 ,17755 ,Luton Town,25,Premier League
Wayne Hennessey,923275 ,17755 ,Nott'ham Forest,36,Premier League
Marek Rodák,923275 ,17755 ,Fulham,26,Premier League
Oscar Bobb,923275 ,17755 ,Manchester City,20,Premier League
Ignatius Ganago,910000 ,17500 ,Nantes,24,Ligue 1
Jérémy Le Douaron,910000 ,17500 ,Brest,25,Ligue 1
Marco Bizot,910000 ,17500 ,Brest,32,Ligue 1
Pep Biel,900000 ,17308 ,Augsburg,27,Bundesliga
Kevin Paredes,900000 ,17308 ,Wolfsburg,20,Bundesliga
Alexander Schwolow,900000 ,17308 ,Union Berlin,31,Bundesliga
Christopher Trimmel,900000 ,17308 ,Union Berlin,36,Bundesliga
Yorbe Vertessen,900000 ,17308 ,Union Berlin,22,Bundesliga
Phillipp Mwene,900000 ,17308 ,Mainz 05,29,Bundesliga
Nicolas Höfler,900000 ,17308 ,Freiburg,33,Bundesliga
Benno Schmitz,900000 ,17308 ,Köln,28,Bundesliga
Timothy Fosu-Mensah,900000 ,17308 ,Leverkusen,25,Bundesliga
Moi Gómez,900000 ,17308 ,Osasuna,29,La Liga
Ander Guevara,900000 ,17308 ,Alavés,26,La Liga
Bruno Méndez,900000 ,17308 ,Granada,23,La Liga
Lucas Boyé,900000 ,17308 ,Granada,27,La Liga
Joseba Zaldúa,900000 ,17308 ,Cádiz,31,La Liga
Rui Silva,900000 ,17308 ,Betis,29,La Liga
Keinan Davis,900000 ,17308 ,Udinese,25,Serie A
Kingsley Ehizibue,900000 ,17308 ,Udinese,28,Serie A
Martín Payero,900000 ,17308 ,Udinese,24,Serie A
Sandi Lovrić,900000 ,17308 ,Udinese,25,Serie A
Milan Đurić,900000 ,17308 ,Hellas Verona,33,Serie A
Mërgim Vojvoda,900000 ,17308 ,Torino,28,Serie A
Sam Beukema,900000 ,17308 ,Bologna,24,Serie A
Dimitrije Kamenović,900000 ,17308 ,Lazio,23,Serie A
Szymon Żurkowski,900000 ,17308 ,Empoli,25,Serie A
Jeremy Toljan,900000 ,17308 ,Sassuolo,28,Serie A
Mohamed Ali Cho,900000 ,17308 ,Nice,19,Ligue 1
Terem Moffi,900000 ,17308 ,Nice,24,Ligue 1
Christopher Jullien,900000 ,17308 ,Montpellier,30,Ligue 1
Ulisses Garcia,900000 ,17308 ,Marseille,27,Ligue 1
Keito Nakamura,900000 ,17308 ,Reims,23,Ligue 1
Sergio Akieme,900000 ,17308 ,Reims,25,Ligue 1
Abakar Sylla,900000 ,17308 ,Strasbourg,20,Ligue 1
Bamba Dieng,900000 ,17308 ,Lorient,23,Ligue 1
Lucas Perri,900000 ,17308 ,Lyon,25,Ligue 1
Adson,900000 ,17308 ,Nantes,22,Ligue 1
Douglas Augusto,900000 ,17308 ,Nantes,27,Ligue 1
Kelvin Amian,900000 ,17308 ,Nantes,25,Ligue 1
Andy Diouf,900000 ,17308 ,Lens,20,Ligue 1
Luis Henrique,890000 ,17115 ,Marseille,21,Ligue 1
Antonio Raillo,880000 ,16923 ,Mallorca,31,La Liga
Antonio Sivera,880000 ,16923 ,Alavés,26,La Liga
Óscar Valentín,880000 ,16923 ,Rayo Vallecano,28,La Liga
Kilian Fischer,870000 ,16731 ,Wolfsburg,22,Bundesliga
Nacho Vidal,870000 ,16731 ,Osasuna,28,La Liga
Sergio Ruiz,870000 ,16731 ,Granada,28,La Liga
Boris Radunović,870000 ,16731 ,Cagliari,27,Serie A
Khéphren Thuram,870000 ,16731 ,Nice,22,Ligue 1
Enes Ünal,860000 ,16538 ,Getafe,26,La Liga
Paulo Gazzaniga,860000 ,16538 ,Girona,31,La Liga
Ivo Grbić,860000 ,16538 ,Atlético Madrid,27,La Liga
Aihen Muñoz,860000 ,16538 ,Real Sociedad,25,La Liga
Ruben Vargas,850000 ,16346 ,Augsburg,24,Bundesliga
Gerrit Holtmann,850000 ,16346 ,Darmstadt 98,28,Bundesliga
Rani Khedira,850000 ,16346 ,Union Berlin,29,Bundesliga
Leart Paqarada,850000 ,16346 ,Köln,28,Bundesliga
Siebe Van Der Heyden,850000 ,16346 ,Mallorca,25,La Liga
Famara Diedhiou,850000 ,16346 ,Granada,30,La Liga
Martin Hongla,850000 ,16346 ,Granada,25,La Liga
Youssouf Sabaly,850000 ,16346 ,Betis,30,La Liga
Stefano Turati,850000 ,16346 ,Frosinone,21,Serie A
Teddy Teuma,850000 ,16346 ,Reims,29,Ligue 1
Ernest Nuamah,850000 ,16346 ,Lyon,19,Ligue 1
Henrique,850000 ,16346 ,Lyon,29,Ligue 1
Morgan Guilavogui,850000 ,16346 ,Lens,25,Ligue 1
Cher Ndour,850000 ,16346 ,Paris S-G,19,Ligue 1
Grischa Prömel,840000 ,16154 ,Hoffenheim,28,Bundesliga
Finn Dahmen,840000 ,16154 ,Augsburg,25,Bundesliga
Aïssa Laïdouni,840000 ,16154 ,Union Berlin,26,Bundesliga
Aymen Barkok,840000 ,16154 ,Mainz 05,25,Bundesliga
Ritsu Doan,840000 ,16154 ,Freiburg,25,Bundesliga
Manuel Riemann,840000 ,16154 ,Bochum,34,Bundesliga
Dejan Ljubicic,840000 ,16154 ,Köln,25,Bundesliga
Cyle Larin,840000 ,16154 ,Mallorca,28,La Liga
Predrag Rajković,840000 ,16154 ,Mallorca,27,La Liga
Lebo Mothiba,840000 ,16154 ,Strasbourg,27,Ligue 1
Sanjin Prcić,840000 ,16154 ,Strasbourg,29,Ligue 1
Georges Mikautadze,840000 ,16154 ,Metz,22,Ligue 1
Kévin N'Doram,840000 ,16154 ,Metz,27,Ligue 1
Steve Mounié,840000 ,16154 ,Brest,28,Ligue 1
Facundo Medina,840000 ,16154 ,Lens,24,Ligue 1
Jonathan Gradit,840000 ,16154 ,Lens,30,Ligue 1
Salis Abdul Samed,840000 ,16154 ,Lens,23,Ligue 1
Rubén Peña,830000 ,15962 ,Osasuna,32,La Liga
Nehuén Pérez,830000 ,15962 ,Udinese,23,Serie A
Martin Hongla,830000 ,15962 ,Hellas Verona,25,Serie A
Samuele Birindelli,830000 ,15962 ,Monza,24,Serie A
Bartosz Bereszyński,830000 ,15962 ,Empoli,31,Serie A
Giuseppe Pezzella,830000 ,15962 ,Empoli,25,Serie A
Benoît Costil,830000 ,15962 ,Salernitana,36,Serie A
Samuele Mulattieri,830000 ,15962 ,Sassuolo,22,Serie A
Omar Mascarell,820000 ,15769 ,Mallorca,30,La Liga
Iddrisu Baba,820000 ,15769 ,Almería,27,La Liga
Luis Rioja,820000 ,15769 ,Alavés,29,La Liga
Mads Pedersen,800000 ,15385 ,Augsburg,26,Bundesliga
Reece Oxford,800000 ,15385 ,Augsburg,24,Bundesliga
Tomas Cvancara,800000 ,15385 ,Gladbach,23,Bundesliga
Jeong Woo-yeong,800000 ,15385 ,Stuttgart,23,Bundesliga
Klaus Gjasula,800000 ,15385 ,Darmstadt 98,33,Bundesliga
Marco Richter,800000 ,15385 ,Mainz 05,25,Bundesliga
Maximilian Wittek,800000 ,15385 ,Bochum,27,Bundesliga
Farès Chaïbi,800000 ,15385 ,Eint Frankfurt,20,Bundesliga
Willian Pacho,800000 ,15385 ,Eint Frankfurt,22,Bundesliga
Sory Kaba,800000 ,15385 ,Las Palmas,28,La Liga
David García,800000 ,15385 ,Osasuna,29,La Liga
Giovanni González,800000 ,15385 ,Mallorca,28,La Liga
Jorge de Frutos,800000 ,15385 ,Rayo Vallecano,26,La Liga
Reinildo Mandava,800000 ,15385 ,Atlético Madrid,29,La Liga
Diego López,800000 ,15385 ,Valencia,21,La Liga
Rubén Sobrino,800000 ,15385 ,Cádiz,31,La Liga
